Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
IES Ricardo Carvalho Calero · Ferrol,FP,A Coruña,Ferrol,IES Ricardo Carvalho Calero,"IES Ricardo Carvalho Calero, Ferrol, A Coruña, Galicia, España",,,Imaxe persoal,FP básica,1,Peiteado e estética (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Catabois · Ferrol,FP,A Coruña,Ferrol,IES de Catabois,"IES de Catabois, Ferrol, A Coruña, Galicia, España",,,Comercio e márketing,Programas formativos básicos,2,PFB de Almacén (Programas formativos básicos) || PFB de Comercio (Programas formativos básicos),36,i_portal_oferta_clasificada_por_prov_concello_programas_basicos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Melide · Melide,FP,A Coruña,Melide,IES de Melide,"IES de Melide, Melide, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",FP básica,1,Carpintaría e moble (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Mugardos · Mugardos,FP,A Coruña,Mugardos,IES de Mugardos,"IES de Mugardos, Mugardos, A Coruña, Galicia, España",,,Agraria,FP básica,1,Agroxardinaría e composicións florais (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Fontexería · Muros,FP,A Coruña,Muros,IES Plurilingüe Fontexería,"IES Plurilingüe Fontexería, Muros, A Coruña, Galicia, España",,,Electricidade e electrónica,FP básica,1,Electricidade e electrónica (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ramón Caamaño · Muxía,FP,A Coruña,Muxía,IES Ramón Caamaño,"IES Ramón Caamaño, Muxía, A Coruña, Galicia, España",,,Hostalaría e turismo,FP básica para persoas adultas,1,Cociña e restauración (FP básica para persoas adultas),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica_adultos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Santiago Apóstol · Narón,FP,A Coruña,Narón,CPR Santiago Apóstol,"CPR Santiago Apóstol, Narón, A Coruña, Galicia, España",,,Administración e xestión,FP básica,1,Servizos administrativos (FP básica),20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Trasancos · Narón,FP,A Coruña,Narón,IES Terra de Trasancos,"IES Terra de Trasancos, Narón, A Coruña, Galicia, España",,,Comercio e márketing | Electricidade e electrónica,FP básica,2,Electricidade e electrónica (FP básica) || Servizos comerciais (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Xulián Magariños · Negreira,FP,A Coruña,Negreira,IES Xulián Magariños,"IES Xulián Magariños, Negreira, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Campo de San Alberto · Noia,FP,A Coruña,Noia,IES Campo de San Alberto,"IES Campo de San Alberto, Noia, A Coruña, Galicia, España",,,Electricidade e electrónica,FP básica,1,Electricidade e electrónica (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES María Casares · Oleiros,FP,A Coruña,Oleiros,IES María Casares,"IES María Casares, Oleiros, A Coruña, Galicia, España",,,Electricidade e electrónica,FP básica,1,Electricidade e electrónica (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ordes · Ordes,FP,A Coruña,Ordes,IES Ordes,"IES Ordes, Ordes, A Coruña, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,FP básica,2,Mantemento de vehículos (FP básica) || Servizos administrativos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Macías o Namorado · Padrón,FP,A Coruña,Padrón,IES Macías o Namorado,"IES Macías o Namorado, Padrón, A Coruña, Galicia, España",,,Administración e xestión | Electricidade e electrónica,FP básica,2,Electricidade e electrónica (FP básica) || Servizos administrativos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Eduardo Pondal · Ponteceso,FP,A Coruña,Ponteceso,IES Eduardo Pondal,"IES Eduardo Pondal, Ponteceso, A Coruña, Galicia, España",,,Servizos socioculturais e á comunidade | Transporte e mantemento de vehículos,FP básica,2,Actividades domésticas e limpeza de edificios (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Fraga do Eume · Pontedeume,FP,A Coruña,Pontedeume,CIFP Fraga do Eume,"CIFP Fraga do Eume, Pontedeume, A Coruña, Galicia, España",,,Hostalaría e turismo,FP básica,1,Cociña e restauración (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Félix Muriel · Rianxo,FP,A Coruña,Rianxo,IES Félix Muriel,"IES Félix Muriel, Rianxo, A Coruña, Galicia, España",,,Servizos socioculturais e á comunidade,FP básica,1,Actividades domésticas e limpeza de edificios (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Coroso · Ribeira,FP,A Coruña,Ribeira,CIFP Coroso,"CIFP Coroso, Ribeira, A Coruña, Galicia, España",,,Hostalaría e turismo | Industrias alimentarias | Transporte e mantemento de vehículos,FP básica | FP básica para persoas adultas,3,Cociña e restauración (FP básica para persoas adultas) || Industrias alimentarias (FP básica) || Mantemento de vehículos (FP básica),54,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf | i_portal_oferta_clasificada_por_prov_concello_fp_basica_adultos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Leliadoura · Ribeira,FP,A Coruña,Ribeira,IES Leliadoura,"IES Leliadoura, Ribeira, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática e comunicacións (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Xallas · Santa Comba,FP,A Coruña,Santa Comba,IES Terra de Xallas,"IES Terra de Xallas, Santa Comba, A Coruña, Galicia, España",,,Hostalaría e turismo | Transporte e mantemento de vehículos,FP básica,2,Cociña e restauración (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CEE Manuel López Navalón · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,CEE Manuel López Navalón,"CEE Manuel López Navalón, Santiago de Compostela, A Coruña, Galicia, España",,,"Agraria | Hostalaría e turismo | Imaxe persoal | Madeira, moble e cortiza | Téxtil, confección e pel | Vidro e cerámica",Programas formativos básicos,7,PFB de Carpintaría (Programas formativos básicos) || PFB de Cerámica (Programas formativos básicos) || PFB de Costura (Programas formativos básicos) || PFB de Lavandaría (Programas formativos básicos) || PFB de Peiteado (Programas formativos básicos) || PFB de Producións agrícolas (Programas formativos básicos) || PFB de Servizos de restauración (Programas formativos básicos),126,i_portal_oferta_clasificada_por_prov_concello_programas_basicos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Compostela · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,CIFP Compostela,"CIFP Compostela, Santiago de Compostela, A Coruña, Galicia, España",,,Artes gráficas | Hostalaría e turismo,FP básica,3,Aloxamento e lavandaría (FP básica) || Artes gráficas (FP básica) || Cociña e restauración (FP básica),54,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Politécnico de Santiago · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,CIFP Politécnico de Santiago,"CIFP Politécnico de Santiago, Santiago de Compostela, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",FP básica,1,Carpintaría e moble (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Pontepedriña · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,IES A Pontepedriña,"IES A Pontepedriña, Santiago de Compostela, A Coruña, Galicia, España",,,Comercio e márketing,FP básica,1,Servizos comerciais (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Arcebispo Xelmírez I · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,IES Arcebispo Xelmírez I,"IES Arcebispo Xelmírez I, Santiago de Compostela, A Coruña, Galicia, España",,,Actividades físicas e deportivas | Informática e comunicacións,FP básica,2,Acceso e conservación en instalacións deportivas (FP básica) || Informática de oficina (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES As Fontiñas · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,IES As Fontiñas,"IES As Fontiñas, Santiago de Compostela, A Coruña, Galicia, España",,,Administración e xestión,FP básica,1,Servizos administrativos (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Lamas de Abade · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,IES Lamas de Abade,"IES Lamas de Abade, Santiago de Compostela, A Coruña, Galicia, España",,,Imaxe persoal,FP básica,1,Peiteado e estética (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Soneira · Vimianzo,FP,A Coruña,Vimianzo,IES Terra de Soneira,"IES Terra de Soneira, Vimianzo, A Coruña, Galicia, España",,,Administración e xestión,FP básica,1,Servizos administrativos (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Maximino Romero de Lema · Zas,FP,A Coruña,Zas,IES Maximino Romero de Lema,"IES Maximino Romero de Lema, Zas, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Fontem Albei · A Fonsagrada,FP,Lugo,A Fonsagrada,IES Plurilingüe Fontem Albei,"IES Plurilingüe Fontem Albei, A Fonsagrada, Lugo, Galicia, España",,,Agraria | Informática e comunicacións,FP básica,2,Actividades agropecuarias (FP básica) || Informática de oficina (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Enrique Muruais · A Pontenova,FP,Lugo,A Pontenova,IES Enrique Muruais,"IES Enrique Muruais, A Pontenova, Lugo, Galicia, España",,,Fabricación mecánica,FP básica,1,Fabricación e montaxe (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Becerreá · Becerreá,FP,Lugo,Becerreá,IES de Becerreá,"IES de Becerreá, Becerreá, Lugo, Galicia, España",,,Electricidade e electrónica,FP básica,1,Electricidade e electrónica (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
